,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.DIT,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,INS.SFL.NAME,INS.SFN.NAME,SEQ.DIL.WL0,SEQ.FRINGES.DURATION,SEQ.FRINGES.NCYCLES,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.PHOTO.DURATION,SEQ.SKY.DURATION,SEQ.SKY.OFFS.ALPHA,SEQ.SKY.OFFS.DELTA,TEL.CHOP.FREQ,TEL.CHOP.POSANG,TEL.CHOP.PVRATIO,TEL.CHOP.THROW
365,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
366,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
367,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
369,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
370,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
371,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
373,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
374,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
376,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
377,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
378,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
380,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
381,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
383,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
384,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
385,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,3.0
387,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
388,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
403,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
404,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
405,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
419,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
423,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
424,0.0,512.0,512.0,0.25,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
425,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
426,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,30.0,1.0,4.0,13.0,30.0,30.0,1.0,15.0,1.0,0.0,1.0,3.5
427,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,30.0,1.0,4.0,13.0,30.0,30.0,1.0,15.0,1.0,0.0,1.0,2.5
428,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,30.0,1.0,4.0,13.0,30.0,30.0,1.0,15.0,1.0,0.0,1.0,1.5
429,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,30.0,1.0,4.0,13.0,30.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
431,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
432,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
434,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
436,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
437,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
440,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.3,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
442,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
443,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
445,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
446,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
448,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
450,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
451,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
453,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
454,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
492,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
494,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
496,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
498,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
500,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
502,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
503,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
505,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
507,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
509,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
511,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
512,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
514,0.0,512.0,512.0,0.06,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,,4.75,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
518,0.0,512.0,512.0,0.02,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
519,0.0,512.0,512.0,0.04,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
520,0.0,512.0,512.0,0.02,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
521,0.0,512.0,512.0,0.02,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
522,0.0,512.0,512.0,0.02,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
549,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,,,,,,,,,,,,
550,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,10.0,1.0,4.0,13.0,10.0,10.0,1.0,15.0,0.5,0.0,1.0,4.5
554,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
555,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
557,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
558,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
559,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,3.8,3.2,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,9.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
560,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,3.8,3.2,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,9.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
561,0.0,512.0,512.0,0.075,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.5,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
563,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
565,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
567,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
568,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
570,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
572,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
574,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
577,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
580,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
582,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
584,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
586,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
588,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
590,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
592,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
594,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,0.5,0.0,1.0,4.5
595,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
596,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
600,0.0,512.0,512.0,0.111,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5,2.0,3.9,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
601,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
603,0.0,512.0,512.0,0.12,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0,2.0,4.66,60.0,1.0,4.0,13.0,60.0,30.0,1.0,15.0,1.0,0.0,1.0,4.5
