,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.DIT,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.DIT,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,INS.SFL.NAME,INS.SFN.NAME,SEQ.DARK.DURATION,SEQ.DIL.WL0,SEQ.FRINGES.DURATION,SEQ.FRINGES.NCYCLES,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.OPDM.NSTEPS,SEQ.PHOTO.DURATION,SEQ.SKY.DURATION,TEL.CHOP.FREQ,TEL.CHOP.POSANG,TEL.CHOP.PVRATIO,TEL.CHOP.THROW
2187,0.0,512.0,512.0,0.2,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.03,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,10.0,3.5,10.0,1.0,4.0,13.0,10.0,10.0,5.0,0.5,0.0,1.0,5.0
2188,0.0,512.0,512.0,0.5,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.03,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,10.0,3.5,10.0,1.0,4.0,13.0,10.0,10.0,5.0,0.5,0.0,1.0,5.0
2199,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2229,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2238,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2253,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2264,0.0,512.0,512.0,0.2,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.03,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,10.0,3.5,10.0,1.0,4.0,13.0,10.0,10.0,5.0,0.5,0.0,1.0,5.0
2265,0.0,512.0,512.0,0.2,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.03,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,10.0,3.5,10.0,1.0,4.0,13.0,10.0,10.0,5.0,0.5,0.0,1.0,5.0
2325,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2360,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2369,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2384,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2391,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2398,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2414,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2448,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2452,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2513,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2587,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2637,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2652,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2655,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2720,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2731,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2732,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2798,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2802,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2806,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2807,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2843,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2869,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2870,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2871,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2872,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2885,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
2936,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3013,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3079,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3115,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3186,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3270,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3291,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3301,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3311,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3315,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3327,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3335,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3343,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3366,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3376,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3384,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3392,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3409,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3441,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3471,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3513,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3565,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3627,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3699,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3764,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3817,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3828,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3836,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3856,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3868,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3898,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3959,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
3977,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4082,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4189,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4236,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4279,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4301,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4321,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4339,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4351,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4361,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4371,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4381,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4392,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4402,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4434,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4488,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4507,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4535,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4548,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4564,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4594,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4610,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
