,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.DIT,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NDIT,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.DIT,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NDIT,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,INS.SFL.NAME,INS.SFN.NAME
1051,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1056,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1057,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1058,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1063,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1064,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1065,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1070,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1071,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1072,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1077,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1078,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1079,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1092,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1093,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1094,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1110,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1111,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1112,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1137,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1138,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1139,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1184,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1185,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1186,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1229,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1230,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1231,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1272,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1273,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1276,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1277,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1278,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1283,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1284,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1285,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1320,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1321,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1322,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1363,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1364,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1365,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1372,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1377,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1378,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1379,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1380,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1381,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1382,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1383,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1390,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1391,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1392,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1393,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1394,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1395,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1438,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1439,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1440,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1452,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1453,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1454,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1455,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1456,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1457,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1487,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1488,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1489,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1517,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1518,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1519,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1560,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1561,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1562,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1627,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1628,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1629,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1642,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1643,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1644,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1650,0.0,512.0,512.0,0.011,512.0,512.0,1.0,40.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,40.0,1.0,5.0,10.0,8.0,1.5,2.0
1651,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1652,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1653,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1654,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1655,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1656,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1657,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1658,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1659,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1660,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1661,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1662,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1663,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1669,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1670,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1671,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1672,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1673,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1674,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1678,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1679,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1680,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1706,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1707,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1708,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1750,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1751,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1752,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1762,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1763,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1764,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1765,0.0,512.0,512.0,0.1,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.075,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1766,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1767,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1768,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1813,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1814,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1815,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1866,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1867,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1868,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1885,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1886,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1887,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
1948,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,20.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,1.0,100.0,1.0,20.0,13.0,8.0,1.5,2.0
1949,0.0,512.0,512.0,0.011,512.0,512.0,1.0,100.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,100.0,1.0,5.0,13.0,8.0,1.5,2.0
