,x,y,cluster,type
558,15.018672,15.56966,3,OK
559,0.21917431,-3.3701272,-1,OK
560,0.25008923,-3.3415349,-1,OK
561,20.96369,-5.397674,9,OK
563,7.315052,16.239143,9,OK
565,12.408527,-27.161722,11,OK
567,-10.652549,-14.308785,2,OK
568,12.44922,-27.202436,11,OK
570,9.439582,-18.050877,-1,OK
572,12.407372,-27.160471,11,OK
574,12.475991,-27.22911,11,OK
577,12.463397,-27.21648,11,OK
580,9.476927,-18.083328,-1,OK
582,9.428903,-18.035776,-1,OK
584,12.457469,-27.21046,11,OK
586,12.505975,-27.259077,11,OK
588,9.35391,-17.963732,-1,OK
590,9.395696,-18.025688,-1,OK
592,12.45198,-27.205019,11,OK
594,15.022387,15.573385,3,OK
595,12.387906,-27.141117,-1,OK
596,7.215965,16.113718,9,OK
600,7.1881666,16.083992,9,OK
601,12.391222,-27.1442,-1,OK
603,12.41658,-27.169695,-1,OK
605,7.131652,16.105442,9,OK
606,12.450593,-27.203669,-1,OK
620,-17.568663,26.104576,-1,OK
636,-17.816198,26.205448,13,OK
637,-17.832308,26.219898,13,OK
638,-17.81577,26.167774,-1,OK
639,-17.84772,26.23249,13,OK
640,-17.850706,26.240196,13,OK
641,-17.699907,26.07458,-1,OK
642,-17.813908,26.21402,13,OK
643,-17.804712,26.208145,13,OK
644,-17.798857,26.205906,13,OK
645,20.900959,-5.506957,9,OK
646,-17.822866,26.219067,13,OK
655,-17.81075,26.21468,13,OK
656,-17.874258,26.258537,13,OK
657,-17.848724,26.242903,13,OK
664,14.993845,15.544676,3,OK
665,0.23851296,-3.3559196,10,OK
667,7.1995115,16.120298,9,OK
670,7.2481465,16.08633,9,OK
671,7.2108507,16.174889,9,OK
672,7.2486434,16.069277,9,OK
673,7.217028,16.087809,9,OK
674,7.2085156,16.124626,9,OK
676,7.252125,16.039757,9,OK
678,7.288333,16.02349,9,OK
680,7.226821,16.11017,9,OK
682,7.262096,16.174475,9,OK
684,7.206382,16.115791,9,OK
686,7.210431,16.048702,9,OK
689,5.5833993,1.911545,-1,OK
690,5.5824113,1.9152004,-1,OK
691,5.5823708,1.9147243,-1,OK
693,7.16248,16.11898,9,OK
694,7.3344965,15.954368,-1,OK
695,7.308879,15.997398,-1,OK
696,5.582408,1.9148642,-1,OK
698,24.516819,-8.063941,9,OK
699,24.560818,-8.079964,9,OK
701,7.174234,16.18969,9,OK
702,7.2784452,16.201916,9,OK
704,7.2619467,16.145403,9,OK
706,7.2201757,16.135075,9,OK
708,24.565205,-8.092782,9,OK
709,24.546637,-8.073021,9,OK
710,12.417259,-27.170292,11,OK
711,7.1980824,16.088366,9,OK
713,24.53673,-8.061207,9,OK
715,7.518642,16.49987,9,OK
716,7.51009,16.479948,9,OK
717,7.510462,16.478775,9,OK
719,7.519711,16.495768,9,OK
734,-18.247482,26.496628,-1,OK
735,-18.300306,26.435394,-1,OK
736,-18.296038,26.433413,14,OK
737,-18.34463,26.404339,14,OK
738,-18.32683,26.401855,14,OK
739,-18.319065,26.44946,14,OK
740,20.90695,-5.453822,9,OK
741,20.866814,-5.577212,9,OK
742,21.01029,-5.7211676,9,OK
743,20.750336,-5.632415,9,OK
744,20.812338,-5.5809994,9,OK
745,-18.296394,26.39246,14,OK
760,-18.306904,26.47576,14,OK
761,-18.321907,26.38525,14,OK
762,-18.270184,26.44134,14,OK
763,20.844915,-5.6006107,9,OK
764,-17.604061,26.107128,-1,OK
765,-18.323189,26.446827,14,OK
766,-18.320208,26.40628,14,OK
767,-18.272367,26.493093,14,OK
776,7.095879,16.136194,9,OK
777,7.119213,16.189775,9,OK
779,7.108622,16.116755,9,OK
780,14.985074,15.536106,3,OK
781,7.075213,16.154202,9,OK
784,20.916666,-5.5009685,9,OK
785,7.114195,16.193813,9,OK
786,-13.099322,15.751978,1,OK
787,-13.088576,15.711051,1,OK
789,7.123766,16.100475,9,OK
790,9.218196,-17.874418,-1,OK
796,6.964507,16.162537,9,OK
801,7.09195,15.998412,9,OK
804,7.0894437,16.20887,9,OK
806,7.259876,16.127522,9,OK
807,9.267771,-17.910954,-1,OK
809,7.250948,16.069578,9,OK
810,24.548223,-8.09257,9,OK
812,24.541334,-8.084075,9,OK
814,24.562801,-8.080934,9,OK
816,24.524292,-8.070686,9,OK
818,7.1084456,16.271751,9,OK
819,9.243003,-17.897324,-1,OK
822,7.1859436,16.2209,9,OK
838,-18.284193,26.4643,14,OK
839,-18.234596,26.366018,14,OK
840,-18.272848,26.402481,14,OK
844,20.859268,-5.503859,9,OK
846,20.825733,-5.686493,9,OK
847,-18.00232,26.297382,14,OK
848,-17.976604,26.270214,14,OK
849,-17.981836,26.28172,14,OK
850,-17.653032,26.137682,-1,OK
851,-18.253416,26.460447,14,OK
852,-18.280813,26.411034,14,OK
853,-18.315205,26.430283,14,OK
854,-18.352062,26.4421,14,OK
855,-18.266508,26.397188,14,OK
856,-18.370914,26.347569,14,OK
857,-18.288898,26.408482,14,OK
858,21.042452,-5.741284,9,OK
859,-18.328102,26.479607,14,OK
860,-18.342344,26.425045,14,OK
861,-18.46246,26.28208,-1,OK
862,-18.485903,26.262663,-1,OK
863,-18.305948,26.37129,-1,OK
864,-18.47142,26.267973,-1,OK
865,-18.32711,26.43831,-1,OK
869,-18.275831,26.4414,14,OK
870,-18.272228,26.383236,14,OK
875,-18.3858,26.491676,14,OK
876,-18.255232,26.513268,14,OK
877,-18.338514,26.451052,14,OK
887,-13.117021,15.619015,1,OK
897,21.044779,-5.5614715,9,OK
908,20.860489,-5.606771,9,OK
909,20.803438,-5.6170273,9,OK
910,-18.256706,26.466415,14,OK
913,7.25512,16.076921,9,OK
915,24.560865,-8.079564,9,OK
917,24.602072,-8.141047,9,OK
919,7.3817763,16.255053,9,OK
924,24.592516,-8.111484,9,OK
928,7.2994084,16.044683,9,OK
929,7.324507,12.418237,9,OK
930,-1.4772055,10.524879,-1,OK
931,0.9976662,9.065718,9,OK
932,-1.4854143,10.533228,-1,OK
935,7.3314576,12.425141,9,OK
936,-1.4851358,10.529295,-1,OK
938,24.554543,-8.091251,9,OK
940,24.558521,-8.104909,9,OK
942,24.563194,-8.077714,9,OK
945,7.1751094,16.156431,9,OK
947,7.1445503,15.975852,9,OK
948,0.2347862,-3.3641274,10,OK
981,7.3167477,16.004768,9,OK
983,7.222169,16.179516,9,OK
985,21.069532,-5.232373,9,OK
986,5.5817146,1.9155319,-1,OK
988,5.581951,1.915858,-1,OK
991,23.454203,-8.471026,-1,OK
993,21.090015,-5.1939654,9,OK
994,9.192861,-17.838774,-1,OK
995,5.580283,1.920437,-1,OK
996,24.608042,-8.134385,9,OK
998,7.2897177,16.17201,9,OK
1000,24.597248,-8.114581,9,OK
1001,1.0287985,9.087317,9,OK
1003,7.0998273,16.052658,9,OK
1004,24.574705,-8.113237,9,OK
1083,20.925558,-5.3226724,9,OK
1105,1.0180144,9.049397,9,OK
1106,1.018681,9.050241,9,OK
1118,1.0178965,9.045357,9,OK
1119,1.0173429,9.044786,9,OK
1121,-1.8365582,10.562349,-1,OK
1125,1.0016736,9.0340185,9,OK
1126,20.828917,-5.4729643,9,OK
1127,-1.4189491,10.5016365,-1,OK
1128,-1.8511022,10.439778,-1,OK
1129,1.0185977,9.061036,9,OK
1133,-1.9185879,10.652837,-1,OK
1151,20.930288,-5.5420527,9,OK
1153,20.872671,-5.548096,9,OK
1155,20.981865,-5.476092,9,OK
1157,20.876362,-5.5596185,9,OK
1159,20.883078,-5.4161005,9,OK
1161,-20.19525,-17.639856,15,OK
1162,-20.170424,-17.61965,15,OK
1164,20.761026,-5.3648973,9,OK
1167,21.092146,-5.6472025,9,OK
1169,20.909204,-5.5653486,9,OK
1171,20.932016,-5.456471,9,OK
1172,20.77123,-5.5724225,9,OK
1173,20.856709,-5.5414486,9,OK
1174,-7.224703,23.482939,16,OK
1175,20.889706,-5.5789657,9,OK
1179,-7.3209405,-22.343489,17,OK
1181,-7.3539896,-22.31709,17,OK
1197,20.915741,-5.399997,9,OK
1199,-20.204899,-17.65372,15,OK
1201,21.090681,-5.5401387,9,OK
1203,-20.154133,-17.604092,15,OK
1205,21.075895,-5.488641,9,OK
1207,-20.184614,-17.63372,15,OK
1209,21.060759,-5.4726977,9,OK
1212,11.748828,-0.17947936,18,OK
1214,-28.579102,6.51537,9,OK
1216,11.735731,-0.16522545,18,OK
1218,-28.573666,6.5099382,9,OK
1220,-7.299401,-22.284222,17,OK
1222,-7.3409805,-22.324268,17,OK
1224,-7.3218484,-22.33987,17,OK
1226,-7.332461,-22.315166,17,OK
1239,20.981302,-5.6539345,9,OK
1241,20.836811,-5.652169,9,OK
1244,21.041265,-5.3441663,9,OK
1253,-20.18211,-17.631187,15,OK
1257,21.0807,-5.682664,9,OK
1259,-7.3174334,-22.288387,17,OK
1261,-7.347849,-22.331451,17,OK
1263,11.761619,-0.19219932,18,OK
1265,-28.573214,6.5094767,9,OK
1267,11.748739,-0.17937066,18,OK
1269,-28.549992,6.4862614,9,OK
1293,21.05705,-5.621636,9,OK
1295,-20.149063,-17.598585,15,OK
1296,-20.194036,-17.642895,15,OK
1297,-20.221863,-17.670795,15,OK
1299,21.080572,-5.52281,9,OK
1301,-20.196991,-17.646374,15,OK
1303,-7.2963724,-22.364304,17,OK
1305,-7.3188076,-22.296438,17,OK
1307,-7.347495,-22.295223,17,OK
1309,-7.3530817,-22.317404,17,OK
