,x,y,cluster,type
683,-44.634346,-12.396304,-1,OK
685,-42.51277,-11.61483,-1,OK
687,-43.739758,-14.327117,-1,OK
688,-23.146385,-43.886284,-1,OK
692,-23.146385,-43.886284,-1,OK
697,-39.666428,-10.9217415,-1,OK
700,-37.718052,-9.21931,-1,OK
703,-38.720127,-16.484982,5,OK
705,-38.671066,-17.219933,-1,OK
707,-38.235123,-12.50413,-1,OK
712,-38.278248,-8.767443,-1,OK
714,31.531,-44.68778,-1,OK
718,31.531277,-44.44292,-1,OK
772,-5.2314787,-36.65547,-1,OK
773,-16.945038,-35.39507,-1,OK
774,-16.952847,-37.70397,-1,OK
775,-24.112085,-44.354855,-1,OK
778,14.807097,-19.18168,-1,OK
782,15.921062,-20.618004,0,OK
783,-42.97714,-8.701758,-1,OK
788,-39.611614,-7.217614,-1,OK
791,-39.94108,-7.685781,-1,OK
792,-24.19258,-46.318546,-1,OK
793,-24.19258,-46.318546,-1,OK
794,-24.19258,-46.318546,-1,OK
795,-18.989456,8.41928,-1,OK
797,-19.006554,8.399599,-1,OK
798,-24.19258,-46.318546,-1,OK
799,-24.19258,-46.318546,-1,OK
800,-6.090484,3.0419388,8,OK
802,-41.22657,-15.118938,-1,OK
803,-1.8629653,9.592693,-1,OK
805,-37.24283,-13.9436455,5,OK
808,-39.018677,-12.285161,-1,OK
811,-39.805214,-14.907857,-1,OK
813,-35.216335,-14.876122,-1,OK
815,-36.942387,-14.762294,5,OK
817,-37.197353,-13.782752,5,OK
820,-34.989834,-14.634266,-1,OK
821,-37.714245,-9.736638,-1,OK
881,-4.0755706,-35.155766,-1,OK
882,1.802643,4.1476197,-1,OK
883,1.8601975,4.281652,-1,OK
884,-4.433694,-36.03359,-1,OK
886,2.6355689,5.6754913,-1,OK
888,2.714693,5.7690477,-1,OK
890,2.5924375,5.616193,-1,OK
891,2.5927796,5.6166854,-1,OK
892,-27.289906,-39.744843,-1,OK
893,-27.462599,-39.574318,-1,OK
894,-27.462599,-39.574318,-1,OK
895,-27.462599,-39.574318,-1,OK
896,-4.4924126,2.9698548,-1,OK
914,-14.50291,16.581669,-1,OK
918,-7.1514616,22.50469,-1,OK
920,-22.33997,-42.888245,-1,OK
921,-22.343164,-42.94694,-1,OK
922,-7.5953317,16.484587,-1,OK
923,-19.944593,9.859565,-1,OK
925,-7.1616387,22.543884,-1,OK
927,3.6790287,9.289157,-1,OK
933,0.70698684,4.327342,-1,OK
937,14.702518,-18.10612,-1,OK
939,1.8299701,10.466692,-1,OK
941,2.350879,10.456885,-1,OK
943,1.6331701,10.577253,-1,OK
944,-21.951883,19.220058,-1,OK
946,-22.001373,19.192192,-1,OK
980,-1.9923778,7.848875,-1,OK
982,-23.847061,-44.46205,-1,OK
984,-18.689484,11.866049,10,OK
987,-21.078453,10.30064,-1,OK
990,-20.690083,10.545284,-1,OK
992,-19.927729,11.113615,11,OK
997,-15.200806,22.081202,-1,OK
999,-21.242485,12.890203,-1,OK
1002,-21.803642,19.283846,-1,OK
1084,-2.6417396,8.820388,-1,OK
1085,-29.427118,6.264848,-1,OK
1086,-20.453339,9.17438,-1,OK
1087,-28.909815,6.3841424,-1,OK
1088,-29.764738,5.474143,-1,OK
1089,-28.698212,6.594278,-1,OK
1097,0.66663176,-38.26274,-1,OK
1098,0.66663176,-38.26274,-1,OK
1099,8.153218,-9.023126,-1,OK
1100,-27.93757,9.589648,-1,OK
1102,-5.3444777,-37.63403,-1,OK
1103,-28.867285,7.4148755,-1,OK
1104,8.786184,-8.986871,-1,OK
1107,0.66663176,-38.26274,-1,OK
1117,-6.711758,-37.919113,-1,OK
1120,-22.728664,11.759573,10,OK
1122,8.725427,-8.988496,-1,OK
1123,8.922083,-8.982327,-1,OK
1124,8.925113,-8.982325,-1,OK
1130,-6.9919024,3.148359,8,OK
1132,-6.9900537,3.2479093,8,OK
1150,-6.2775507,-37.634907,-1,OK
1152,-28.873018,8.860768,-1,OK
1154,-28.670113,8.64605,-1,OK
1156,-28.92958,8.715358,-1,OK
1158,-27.960737,9.070929,-1,OK
1160,-21.275135,63.01831,-1,OK
1163,-27.260511,8.8924265,-1,OK
1165,-27.224577,8.932794,-1,OK
1166,-27.164196,9.000434,-1,OK
1168,-6.44823,18.346472,-1,OK
1170,-2.9693582,15.403793,15,OK
1176,-18.446266,16.873533,-1,OK
1177,30.092825,-46.653873,-1,OK
1178,27.21699,-42.63302,7,OK
1180,-7.1760626,8.345156,8,OK
1194,-19.951584,12.883328,11,OK
1195,-25.386847,10.581641,-1,OK
1196,-27.987661,8.03744,-1,OK
1198,-20.235907,62.025932,9,OK
1200,-24.172337,12.257383,10,OK
1202,-19.678036,62.0086,9,OK
1204,-19.633934,16.683823,10,OK
1206,-18.890348,61.618107,9,OK
1208,-20.01405,12.785103,11,OK
1210,-20.691149,12.110114,11,OK
1211,36.615852,-8.509179,12,OK
1213,11.772739,-2.8766928,13,OK
1215,38.472507,-8.412422,12,OK
1217,11.569892,-3.2345152,13,OK
1219,27.734892,-43.946877,7,OK
1221,10.692761,-3.8419158,13,OK
1223,28.583393,-44.3806,7,OK
1225,9.512139,-3.821779,13,OK
1238,-20.031078,14.102545,10,OK
1240,-14.920909,13.562109,-1,OK
1242,-14.905498,13.619668,-1,OK
1243,-19.26728,65.21041,-1,OK
1245,-18.96399,64.55811,-1,OK
1246,-19.839941,64.745544,-1,OK
1247,-18.862322,64.53618,-1,OK
1248,35.597507,-7.9444423,12,OK
